Mod:Item:MetaData, Localized Name
minechem:minechemBucket.molecule.molecule.calciumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.calciumcarbonate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.magnesiumcarbonate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lazurite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.isoprene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.butene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.polyisobutylene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.malicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.vinylchloride, Chemical Bucket
minechem:minechemBucket.molecule.molecule.polyvinylchloride, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methamphetamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.psilocybin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.iron3oxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.strontiumnitrate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.magnetite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.magnesiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cucurbitacin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asparticacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hydroxylapatite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.alinine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glycine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.serine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mescaline, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methyl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methylene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.memethacrylate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pmma, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.orangepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.yellowpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.limepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lightbluepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.purplepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.greenpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.blackpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.whitepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.metasilicate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.beryl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ethanol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.amphetamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.theobromine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.starch, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sucrose, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pantherine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fullrene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.valine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.penicillin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.testosterone, Chemical Bucket
minechem:minechemBucket.molecule.molecule.kaolinite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fingolimod, Chemical Bucket
minechem:minechemBucket.molecule.molecule.arginine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.shikimicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sulfuricacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glyphosate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asprin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ddt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.dota, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mycotoxin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.salt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ammonia, Chemical Bucket
minechem:minechemBucket.molecule.molecule.nodularin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tetrodotoxin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.thc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.buli, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plat, Chemical Bucket
minechem:minechemBucket.molecule.molecule.phosgene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aalc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hist, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pal2, Chemical Bucket
minechem:minechemBucket.molecule.molecule.retinol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.xylitol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.weedex, Chemical Bucket
minechem:minechemBucket.molecule.molecule.xanax, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hcl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cocaine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cocainehcl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.blueorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.purpleorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.olivine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.metblue, Chemical Bucket
minechem:minechemBucket.molecule.molecule.meoh, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lcd, Chemical Bucket
minechem:minechemBucket.molecule.molecule.radchlor, Chemical Bucket
minechem:minechemBucket.molecule.molecule.caulerpenyne, Chemical Bucket
minechem:minechemBucket.molecule.molecule.latropine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.gallicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glucose, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tannicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hperox, Chemical Bucket
minechem:minechemBucket.molecule.molecule.galliumarsenide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fibroin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumphosphate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.potassiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclaseanorthite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclasealbite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.orthoclase, Chemical Bucket
minechem:minechemBucket.molecule.molecule.biotite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.augite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.talc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.propane, Chemical Bucket
minechem:minechemBucket.molecule.molecule.peridot, Chemical Bucket
minechem:minechemBucket.molecule.molecule.topaz, Chemical Bucket
minechem:minechemBucket.molecule.molecule.zoisite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cysteine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.threonine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lysine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methionine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tyrosine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.histidine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.phenylalanine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.proline, Chemical Bucket
minechem:minechemBucket.molecule.molecule.leucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tryptophan, Chemical Bucket
minechem:minechemBucket.molecule.molecule.isoleucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamates, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asparagine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.keratin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asbestos, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lithiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.potassiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.rubidiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cesiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.franciumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumhypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.omphacite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.silicate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pyrope, Chemical Bucket
minechem:minechemBucket.molecule.molecule.almadine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.spessartine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redgarnet, Chemical Bucket
minechem:minechemBucket.molecule.molecule.forsterite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.chromite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.siliconoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ironoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.galliumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.arsenicoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sulfurdioxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hydrogensulfide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumbisulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumsulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.dimethyltryptamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.oleicacid, Chemical Bucket
minecolonies:supplyChestDeployer, Supply Chest
minecolonies:scepterGold, Building Tool
minecolonies:scepterSteel, Scan Tool
minecolonies:caliper, Caliper
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
cfm:ItemTableWood, Wooden Table
cfm:ItemTableStone, Stone Table
cfm:ItemChairWood, Wooden Chair
cfm:ItemChairStone, Stone Chair
cfm:ItemCabinet, Cabinet
cfm:ItemBesideCabinet, Bedside Cabinet
cfm:ItemCoffeeTableWood, Wooden Coffee Table
cfm:ItemCoffeeTableStone, Stone Coffee Table
cfm:ItemFridge, Fridge
cfm:ItemCoolPack, Cooling Pack
cfm:ItemCouch, Couch
cfm:ItemBlinds, Blind
cfm:ItemCurtains, Curtain
cfm:ItemOven, Oven
cfm:ItemOvenRangehood, Oven Overhead
cfm:ItemFlesh, Flesh
cfm:ItemCookedFlesh, Cooked Flesh
cfm:ItemHedgeBasic, Oak Hedge
cfm:ItemHedgeSpruce, Spurce Hedge
cfm:ItemHedgeBirch, Birch Hedge
cfm:ItemHedgeJungle, Jungle Hedge
cfm:ItemBirdBath, Bird Bath
cfm:ItemStonePath, Stone Path
cfm:ItemWhiteFence, White Fence
cfm:ItemTap, Tap
cfm:ItemMailBox, Mail Box
cfm:ItemHammer, Hammer
cfm:ItemEnvelope, Envelope
cfm:ItemEnvelopeSigned, item.itemenvelopesigned.name
cfm:ItemPackage, Package
cfm:ItemPackageSigned, item.itempackagesigned.name
cfm:ItemTV, TV
cfm:ItemComputer, Computer
cfm:ItemPrinter, Printer
cfm:ItemInkCartridge, Ink Cartridge
cfm:ItemStereo, Stereo
cfm:ItemElectricFence, Electric Fence
cfm:ItemCeilingLight, Ceiling Light
cfm:ItemDoorBell, Door Bell
cfm:ItemFireAlarm, Fire Alarm
cfm:ItemLamp, Lamp
cfm:ItemToilet, Toilet
cfm:ItemBasin, Basin
cfm:ItemWallCabinet, Wall Cabinet
cfm:ItemBath, Bath
cfm:ItemShower, Shower
cfm:ItemShowerHead, Shower Head
cfm:ItemBin, Bin
cfm:ItemPresentRed, Empty Present
cfm:ItemPresentGreen, Empty Present
cfm:itemTree, Christmas Tree
cfm:ItemToaster, Toaster
cfm:ItemMicrowave, Microwave
cfm:ItemWashingMachine, Washing Machine
cfm:ItemCookieJar, Cookie Jar
cfm:ItemBlender, Blender
cfm:ItemPlate, Plate
cfm:ItemCounterDoored, Kitchen Counter
cfm:ItemCounterSink, Kitchen Counter (Sink)
cfm:ItemDishWasher, Dishwasher
cfm:ItemKitchenCabinet, Kitchen Cabinet
cfm:ItemChoppingBoard, Chopping Board
cfm:ItemBarStall, Bar Stool
cfm:ItemBreadSlice, Bread Slice
cfm:ItemToast, Toast
cfm:ItemKnife, Knife
cfm:ItemCup, Cup
cfm:ItemDrink, item.itemdrink.name
cfm:ItemSoap, Soap
cfm:ItemSoapyWater, Soapy Water
cfm:ItemSuperSoapyWater, Super Soapy Water
cfm:ItemRecipeBook, Recipe Book
cfm:ItemCrayfish, Crayfish Head (Secret Item)
cfm:ItemDollar, item.itemmoney.name
Mystcraft:page:0, Blank Page
Mystcraft:agebook, Descriptive Book
Mystcraft:linkbook, Linking Book
Mystcraft:unlinkedbook, Unlinked Link Book
Mystcraft:booster, Sealed Notebook
Mystcraft:folder, Collation Folder
Mystcraft:portfolio, Symbol Portfolio
Mystcraft:writingdesk:0, Writing Desk
Mystcraft:writingdesk:1, Writing Desk Backboard
Mystcraft:vial, Ink Vial
Mystcraft:glasses, XComp's Glasses
Natura:natura.spawnegg:0, Spawn Imp
Natura:natura.spawnegg:1, Spawn Heatscar Spider
Natura:natura.spawnegg:2, Spawn Nitro Creeper
Natura:natura.spawnegg:3, Spawn Baby Heatscar Spider
Natura:barleyFood:0, Barley
Natura:barleyFood:1, Barley Flour
Natura:barleyFood:2, Wheat Flour
Natura:barleyFood:3, Cotton
Natura:barleyFood:4, Sulfur
Natura:barleyFood:5, Ghostwood Fletching
Natura:barleyFood:6, Imp Leather
Natura:barleyFood:7, Flamestring
Natura:barleyFood:8, Blue Dye
Natura:barley.seed:0, Barley Seeds
Natura:barley.seed:1, Cotton Seeds
Natura:waterdrop, Cactus Juice
Natura:wheatBag, Wheat Seed Bag
Natura:barleyBag, Barley Seed Bag
Natura:potatoBag, Potato Bag
Natura:carrotBag, Carrot Bag
Natura:wartBag, Nether Wart Bag
Natura:cottonBag, Cotton Seed Bag
Natura:boneBag, Bonemeal Bag
Natura:berry.nether:0, Blightberry
Natura:berry.nether:1, Duskberry
Natura:berry.nether:2, Skyberry
Natura:berry.nether:3, Stingberry
Natura:berry:0, Raspberry
Natura:berry:1, Blueberry
Natura:berry:2, Blackberry
Natura:berry:3, Maloberry
Natura:berryMedley:0, Berry Medley
Natura:saguaro.fruit, Saguaro Fruit
Natura:redwoodDoorItem:0, Redwood Door
Natura:redwoodDoorItem:1, Eucalyptus Door
Natura:redwoodDoorItem:2, Hopseed Door
Natura:redwoodDoorItem:3, Sakura Door
Natura:redwoodDoorItem:4, Ghostwood Door
Natura:redwoodDoorItem:5, Bloodwood Door
Natura:redwoodDoorItem:6, Redwood Bark Door
Natura:Natura.netherfood:0, Potash Apple
Natura:natura.stick:0, Stick
Natura:natura.stick:1, Stick
Natura:natura.stick:2, Stick
Natura:natura.stick:3, Stick
Natura:natura.stick:4, Stick
Natura:natura.stick:5, Stick
Natura:natura.stick:6, Stick
Natura:natura.stick:7, Stick
Natura:natura.stick:8, Stick
Natura:natura.stick:9, Stick
Natura:natura.stick:10, Stick
Natura:natura.stick:11, Stick
Natura:natura.stick:12, Stick
Natura:natura.sword.ghostwood, Ghostwood Sword
Natura:natura.pickaxe.ghostwood, Ghostwood Pickaxe
Natura:natura.shovel.ghostwood, Ghostwood Shovel
Natura:natura.axe.ghostwood, Ghostwood Hatchet
Natura:natura.sword.bloodwood, Bloodwood Sword
Natura:natura.pickaxe.bloodwood, Bloodwood Pickaxe
Natura:natura.shovel.bloodwood, Bloodwood Shovel
Natura:natura.axe.bloodwood, Bloodwood Hatchet
Natura:natura.sword.darkwood, Darkwood Sword
Natura:natura.pickaxe.darkwood, Darkwood Pickaxe
Natura:natura.shovel.darkwood, Darkwood Shovel
Natura:natura.axe.darkwood, Darkwood Hatchet
Natura:natura.sword.fusewood, Fusewood Sword
Natura:natura.pickaxe.fusewood, Fusewood Pickaxe
Natura:natura.shovel.fusewood, Fusewood Shovel
Natura:natura.axe.fusewood, Fusewood Hatchet
Natura:natura.sword.netherquartz, Quartz Sword
Natura:natura.pickaxe.netherquartz, Quartz Pickaxe
Natura:natura.shovel.netherquartz, Quartz Shovel
Natura:natura.axe.netherquartz, Quartz Hatchet
Natura:natura.kama.netherquartz, Quartz Kama
Natura:natura.kama.ghostwood, Ghostwood Kama
Natura:natura.kama.bloodwood, Bloodwood Kama
Natura:natura.kama.darkwood, Darkwood Kama
Natura:natura.kama.fusewood, Fusewood Kama
Natura:natura.bow.ghostwood, Ghostwood Bow
Natura:natura.bow.bloodwood, Bloodwood Bow
Natura:natura.bow.darkwood, Darkwood Bow
Natura:natura.bow.fusewood, Fusewood Bow
Natura:natura.armor.imphelmet, Impskin Helmet
Natura:natura.armor.impjerkin, Impskin Jerkin
Natura:natura.armor.impleggings, Impskin Leggings
Natura:natura.armor.impboots, Impskin Boots
Natura:natura.flintandblaze, Flint and Blaze
Natura:impmeat:0, Raw Imphide
Natura:impmeat:1, Cooked Imphide
Natura:natura.emptybowl, item.natura.emptybowl.name
Natura:natura.stewbowl, item.natura.stewbowl.name
ProjectE:item.pe_philosophers_stone, Philosopher's Stone
ProjectE:item.pe_alchemical_bag:0, Alchemical Bag (White)
ProjectE:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
ProjectE:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
ProjectE:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
ProjectE:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
ProjectE:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
ProjectE:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
ProjectE:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
ProjectE:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
ProjectE:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
ProjectE:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
ProjectE:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
ProjectE:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
ProjectE:item.pe_alchemical_bag:13, Alchemical Bag (Green)
ProjectE:item.pe_alchemical_bag:14, Alchemical Bag (Red)
ProjectE:item.pe_alchemical_bag:15, Alchemical Bag (Black)
ProjectE:item.pe_repair_talisman, Repair Talisman
ProjectE:item.pe_klein_star:0, Klein Star Ein
ProjectE:item.pe_klein_star:1, Klein Star Zwei
ProjectE:item.pe_klein_star:2, Klein Star Drei
ProjectE:item.pe_klein_star:3, Klein Star Vier
ProjectE:item.pe_klein_star:4, Klein Star Sphere
ProjectE:item.pe_klein_star:5, Klein Star Omega
ProjectE:item.pe_fuel:0, Alchemical Coal
ProjectE:item.pe_fuel:1, Mobius Fuel
ProjectE:item.pe_fuel:2, Aeternalis Fuel
ProjectE:item.pe_covalence_dust:0, Low Covalence Dust
ProjectE:item.pe_covalence_dust:1, Medium Covalence Dust
ProjectE:item.pe_covalence_dust:2, High Covalence Dust
ProjectE:item.pe_matter:0, Dark Matter
ProjectE:item.pe_matter:1, Red Matter
ProjectE:item.pe_dm_pick, Dark Matter Pickaxe
ProjectE:item.pe_dm_axe, Dark Matter Axe
ProjectE:item.pe_dm_shovel, Dark Matter Shovel
ProjectE:item.pe_dm_sword, Dark Matter Sword
ProjectE:item.pe_dm_hoe, Dark Matter Hoe
ProjectE:item.pe_dm_shears, Dark Matter Shears
ProjectE:item.pe_dm_hammer, Dark Matter Hammer
ProjectE:item.pe_rm_pick, Red Matter Pickaxe
ProjectE:item.pe_rm_axe, Red Matter Axe
ProjectE:item.pe_rm_shovel, Red Matter Shovel
ProjectE:item.pe_rm_sword, Red Matter Sword
ProjectE:item.pe_rm_hoe, Red Matter Hoe
ProjectE:item.pe_rm_shears, Red Matter Shears
ProjectE:item.pe_rm_hammer, Red Matter Hammer
ProjectE:item.pe_rm_katar, Red Katar
ProjectE:item.pe_rm_morning_star, Red Morningstar
ProjectE:item.pe_dm_armor_0, Dark Matter Helmet
ProjectE:item.pe_dm_armor_1, Dark Matter Chestplate
ProjectE:item.pe_dm_armor_2, Dark Matter Leggings
ProjectE:item.pe_dm_armor_3, Dark Matter Boots
ProjectE:item.pe_rm_armor_0, Red Matter Helmet
ProjectE:item.pe_rm_armor_1, Red Matter Chestplate
ProjectE:item.pe_rm_armor_2, Red Matter Leggings
ProjectE:item.pe_rm_armor_3, Red Matter Boots
ProjectE:item.pe_gem_armor_0, Gem Helmet
ProjectE:item.pe_gem_armor_1, Gem Chestplate
ProjectE:item.pe_gem_armor_2, Gem Leggings
ProjectE:item.pe_gem_armor_3, Gem Boots
ProjectE:item.pe_ring_iron_band, Iron Band
ProjectE:item.pe_black_hole:0, Black Hole Band
ProjectE:item.pe_archangel_smite:0, Archangel's Smite
ProjectE:item.pe_harvest_god:0, Harvest Goddess Band
ProjectE:item.pe_ignition:0, Ignition Ring
ProjectE:item.pe_zero_ring, Zero Ring
ProjectE:item.pe_swrg, Swiftwolf's Rending Gale
ProjectE:item.pe_time_watch, Watch of Flowing Time
ProjectE:item.pe_gem_density, Gem of Eternal Density
ProjectE:item.pe_divining_rod_1, Divining Rod (low)
ProjectE:item.pe_divining_rod_2, Divining Rod (medium)
ProjectE:item.pe_divining_rod_3, Divining Rod (high)
ProjectE:item.pe_mercurial_eye, Mercurial Eye
ProjectE:item.pe_void_ring, Void Ring
ProjectE:item.pe_arcana_ring, Ring of Arcana
ProjectE:item.pe_body_stone:0, Body Stone
ProjectE:item.pe_soul_stone:0, Soul Stone
ProjectE:item.pe_mind_stone:0, Mind Stone
ProjectE:item.pe_life_stone:0, Life Stone
ProjectE:item.pe_evertide_amulet, Evertide Amulet
ProjectE:item.pe_volcanite_amulet, Volcanite Amulet
